Pre;Post;Sections;Type
VB02;DD01;1;chemical
VB02;vBWML11;1;chemical
VB02;VA03;1;chemical
VB02;DD01;1;chemical
VB02;vBWML11;1;chemical
VD03;DD01;1;chemical
VD03;VB02;1;chemical
VD03;VA03;1;chemical
VB02;DD01;1;chemical
VB02;vBWML10;1;chemical
HSNL;vBWML11;1;chemical
PVQL;vBWMR10;1;chemical
AVG;vBWML11;2;chemical
AVG;vBWML10;1;chemical
AVBL;AVL;1;chemical
AVL;vBWML11;2;chemical
AVL;VC01;2;chemical
PVPR;vBWMR10;1;chemical
VC02;vBWML11;1;chemical
VC02;DD01;1;chemical
VC01;DD01;1;chemical
VC01;VC03;1;chemical
AVFL;vBWML10;1;chemical
PVM;DVA;1;chemical
PVM;AVKL;1;chemical
AVFR;vBWML11;1;chemical
AVFR;PVPR;1;chemical
AVFR;vBWMR10;1;chemical
PVCR;DVA;2;chemical
PVCR;DB02;2;chemical
PVCR;VB03;1;chemical
PVCR;DB02;1;chemical
VB03;DD02;2;chemical
VB03;vBWML11;2;chemical
VB03;VA04;1;chemical
VB03;DD02;1;chemical
VB03;vBWML10;1;chemical
PVNR;PVT;1;chemical
PVNR;DD02;1;chemical
PVNR;VD03;1;chemical
VD03;vBWML11;1;chemical
VD03;vBWML11;1;chemical
VD03;vBWML11;1;chemical
VC01;VD03;1;chemical
VC01;DD01;1;chemical
VB02;VD03;1;chemical
VB02;vBWMR10;1;chemical
VB02;VD03;1;chemical
VB02;DD01;1;chemical
VB02;vBWML11;1;chemical
VB02;VD03;1;chemical
VB02;vBWML11;1;chemical
VD03;vBWML11;1;chemical
VD03;vBWML11;1;chemical
VD03;vBWML10;1;chemical
VD03;VB03;1;chemical
VD03;vBWML10;1;chemical
VC03;VD03;1;chemical
VC03;VC01;1;chemical
VD03;vBWML11;1;chemical
VC01;VD03;1;chemical
VC01;PVT;1;chemical
AVER;AVAL;2;chemical
AVER;AS02;2;chemical
AVAL;DA02;2;chemical
AVAL;DA03;2;chemical
AVAL;VA02;2;chemical
PVCL;AVAR;1;chemical
PVCL;AS02;1;chemical
AVER;AVAR;1;chemical
AVER;AS02;1;chemical
AVER;AVAR;1;chemical
AVER;AS02;1;chemical
AVAR;AVAL;1;chemical
AVAR;AS02;1;chemical
AVAR;AVER;1;chemical
AVDR;AVAR;2;chemical
AVDR;AVAL;2;chemical
AVDL;AVAR;1;chemical
AVDL;AVAL;1;chemical
AVER;AVAR;1;chemical
AVER;DA02;1;chemical
AVER;AVAL;1;chemical
AVAL;AS02;2;chemical
AVAL;VA02;2;chemical
AVAR;DA02;2;chemical
AVAR;VA02;2;chemical
AVAR;AS02;2;chemical
VA04;AVAR;1;chemical
VA04;AVDL;1;chemical
VA04;AVER;1;chemical
AVEL;AVAR;1;chemical
AVEL;AVDL;1;chemical
AVDL;AVAR;1;chemical
AVDL;AVAL;1;chemical
PVCL;AVAL;1;chemical
PVCL;AVAR;1;chemical
VA03;vBWMR10;1;chemical
VA03;DD02;2;chemical
VA03;vBWML11;2;chemical
VA03;VD03;2;chemical
VD03;vBWML11;1;chemical
VD03;VA03;1;chemical
VA03;VD03;1;chemical
VA03;DD02;1;chemical
VA03;DD02;1;chemical
VA03;vBWML11;1;chemical
VA03;VB03;1;chemical
VA03;VD03;1;chemical
VA03;DD02;1;chemical
VA03;vBWML10;1;chemical
VB03;DD02;3;chemical
VB03;vBWML10;3;chemical
VB03;VD03;3;chemical
VA03;DD02;1;chemical
VA03;vBWML11;1;chemical
VA03;VD03;1;chemical
VA03;DD02;1;chemical
RIPR;OLQDR;1;chemical
AVER;VA01;3;chemical
AVER;SABVL;3;chemical
AVER;AVAL;3;chemical
AVER;DA01;3;chemical
AVAL;VA01;2;chemical
AVAL;SABVL;2;chemical
AVAL;DA01;2;chemical
AVAL;AVER;2;chemical
VA01;DA02;1;chemical
AVEL;VA01;3;chemical
AVEL;SABD;3;chemical
AVEL;SABVL;3;chemical
AVER;SABVL;1;chemical
AVER;AVAR;1;chemical
AVDR;SABVR;1;chemical
AVDR;SABVL;1;chemical
VA01;DD01;3;chemical
PVT;RIGR;1;chemical
PVT;RIS;1;chemical
ADFR;AWBR;2;chemical
AVAL;PVCL;1;chemical
AVAL;DA05;1;chemical
VB06;VA07;1;chemical
VA07;VB06;1;chemical
PDER;DVA;1;chemical
PDER;DVA;1;chemical
PDER;AVKL;1;chemical
PVCR;PVR;1;chemical
PVCR;PVCL;1;chemical
PVCR;AVAL;1;chemical
AVAR;VA06;2;chemical
AVAR;AS06;2;chemical
AVBL;AVAR;1;chemical
VB06;VD07;1;chemical
AVDR;AVAL;2;chemical
AVDR;AVAR;2;chemical
AVDR;AVAL;1;chemical
AVDR;AVAR;1;chemical
PVNR;VC02;1;chemical
VB06;VD07;1;chemical
VA07;VD07;1;chemical
VA08;VD07;1;chemical
AVBL;AVAL;1;chemical
AVBL;AVAR;1;chemical
AVBL;AVAL;1;chemical
AVDR;AVAR;2;chemical
AVDR;AVAL;2;chemical
AVAR;DA05;2;chemical
AVAR;VA06;2;chemical
AVAR;DA05;2;chemical
AVAR;VA06;2;chemical
PVCL;DB04;1;chemical
PVCL;DA05;1;chemical
VC04;VC03;1;chemical
PDEL;DVA;1;chemical
PVM;PDEL;1;chemical
PVM;PDER;1;chemical
PDER;DVA;1;chemical
PDER;AVKL;1;chemical
PVM;PVCL;1;chemical
PDER;DVA;1;chemical
VD07;VA07;2;chemical
VA07;VD07;1;chemical
VC03;VD07;1;chemical
VC03;VD07;1;chemical
VB06;VD07;1;chemical
VB06;VD07;1;chemical
VB06;VD07;1;chemical
VC04;AVBR;1;chemical
VC04;AVHR;1;chemical
PDEL;PVM;1;chemical
PDEL;PDER;1;chemical
PDEL;AVKL;1;chemical
PDEL;hyp;1;chemical
AVL;HSNR;1;chemical
AVL;hyp;1;chemical
AVBR;hyp;1;chemical
VC03;PVT;1;chemical
VC03;PVT;1;chemical
PDER;PVCL;1;chemical
PDER;PVCR;1;chemical
AVAR;PVCL;3;chemical
AVAR;PDER;3;chemical
AVAL;DA05;4;chemical
AVAL;VA06;4;chemical
AVBR;AVAL;1;chemical
PVM;PDEL;1;chemical
PVM;AVKL;1;chemical
AVKL;PDEL;1;chemical
AVKL;PDER;1;chemical
VB06;VD07;2;chemical
VB06;VD07;1;chemical
VA07;VD07;1;chemical
VC03;VD07;1;chemical
VC03;VD07;1;chemical
VA07;VD07;1;chemical
VA07;VD07;1;chemical
VA07;VD07;1;chemical
VC03;VD07;1;chemical
VB06;VD07;2;chemical
VB06;VD07;1;chemical
VA07;VD07;1;chemical
PVQL;hyp;1;chemical
AVBR;hyp;1;chemical
AVAL;VA06;1;chemical
AVBR;AVAL;1;chemical
AVAL;DA05;2;chemical
AVAL;VA06;2;chemical
PDER;DVA;1;chemical
PDER;AVKL;1;chemical
PDER;DVA;1;chemical
DVA;VA06;1;chemical
PDER;DVA;1;chemical
PDER;hyp;1;chemical
AVJL;AVBR;1;chemical
AVJL;AVJR;1;chemical
AVDL;AVAR;1;chemical
AVDL;DA05;1;chemical
AVDL;AVAR;1;chemical
AVBL;AVAR;1;chemical
PVCR;DB04;1;chemical
PVCR;DA05;1;chemical
PVCR;DB04;1;chemical
PVCR;DA05;1;chemical
AVG;AVJR;2;chemical
AVG;AVDR;2;chemical
AVG;AVJL;2;chemical
PVCL;DB04;1;chemical
AVAR;PVCL;3;chemical
AVAR;PDEL;3;chemical
PDEL;DVA;1;chemical
VA06;AVAR;1;chemical
HSNR;AS05;2;chemical
HSNR;AVFR;2;chemical
VB06;PVNR;1;chemical
VB06;VD06;1;chemical
VC02;VD06;1;chemical
VC02;PVT;1;chemical
VC02;VD06;1;chemical
VC02;PVT;1;chemical
VB05;VD06;1;chemical
VC03;VD06;1;chemical
VA07;VD06;1;chemical
VC03;VD07;1;chemical
VB06;VD07;2;chemical
VB06;VD07;1;chemical
AVG;DVC;2;chemical
AVG;PVT;2;chemical
PDEL;DVA;1;chemical
PDEL;AVKL;1;chemical
PDEL;DVA;1;chemical
PDEL;hyp;1;chemical
PVM;PDER;1;chemical
PVM;PDEL;1;chemical
PDER;VB02;1;chemical
PDER;DVA;1;chemical
PDER;DVA;1;chemical
PDER;AVKL;1;chemical
PVR;DA05;1;chemical
PVM;PVCR;2;chemical
PVM;PDEL;2;chemical
VB05;VD06;1;chemical
VC03;VC01;2;chemical
VC03;VD06;2;chemical
VA06;VD06;1;chemical
AVAR;PVCR;1;chemical
AVAR;DA05;1;chemical
PVCL;AVAR;2;chemical
PVCL;AVG;2;chemical
AVG;PVCL;1;chemical
AVG;AVAR;1;chemical
AVAR;AS05;1;chemical
AVAL;AS05;2;chemical
AVAL;AVBL;2;chemical
AVDR;AVAR;2;chemical
AVDR;DA05;2;chemical
AVDR;AVAL;2;chemical
AVAL;AS05;1;chemical
AVAL;AS05;1;chemical
AVAL;AVAR;1;chemical
AVBL;AS05;1;chemical
AVBL;AVAL;1;chemical
AVBL;AVAL;1;chemical
AVBL;AS05;1;chemical
AVAL;AS05;1;chemical
AVAL;AS05;1;chemical
AVAL;DA05;2;chemical
AVAL;DA04;2;chemical
PVCR;VB06;1;chemical
PVCR;DB03;1;chemical
PVCR;DB04;1;chemical
VC03;PVT;2;chemical
AVKR;PVPL;1;chemical
AVKR;hyp;1;chemical
PVM;PDEL;1;chemical
PVM;PDER;1;chemical
PVM;AVKL;1;chemical
DVA;DB04;1;chemical
AVFR;hyp;1;chemical
AVFR;AVG;1;chemical
AVFR;AVHL;1;chemical
AVHL;AVFR;1;chemical
AVHL;AVHR;1;chemical
PVR;DB03;1;chemical
PVR;DB04;1;chemical
PVCL;DVA;1;chemical
PVCL;DB04;1;chemical
VA06;VD06;1;chemical
AVDR;AVAR;1;chemical
AVDR;PVCR;1;chemical
AVDR;DA05;1;chemical
AVAR;AVBR;1;chemical
AVJL;AVDL;1;chemical
AVJL;AVAR;1;chemical
AVDR;AVAL;1;chemical
AVBR;AVAL;3;chemical
AVBR;AVAR;3;chemical
AVAL;PVCR;2;chemical
AVAL;DA05;2;chemical
VD06;AVAL;1;chemical
VD06;PVNR;1;chemical
AVDR;AVAL;1;chemical
AVDR;AVDL;1;chemical
PVCR;PVCL;1;chemical
PVCR;AVAL;1;chemical
PVNR;VD06;1;chemical
AVG;AVJL;2;chemical
AVG;AVBL;2;chemical
AVG;AVG;2;chemical
AVAR;AVBR;1;chemical
AVAR;AVBL;1;chemical
AVAR;DA05;1;chemical
AVAR;DA04;1;chemical
VD06;VB05;1;chemical
VD06;VA06;1;chemical
VB05;VD06;1;chemical
VA06;VD06;1;chemical
VA06;VB05;1;chemical
VB05;VD06;1;chemical
VB05;VD06;1;chemical
VA06;VD06;1;chemical
VA06;VB05;1;chemical
VB05;VD06;1;chemical
VB05;VA06;1;chemical
PDER;DVA;1;chemical
PDEL;DVA;1;chemical
VB05;VD06;2;chemical
AVAL;DA04;1;chemical
AVAL;DA05;1;chemical
AVBR;AVAR;1;chemical
AVG;AVJL;1;chemical
AVG;AVBL;1;chemical
AVBR;AVDL;2;chemical
AVBR;AVAR;2;chemical
AVBL;hyp;2;chemical
VA06;VB05;1;chemical
AVAL;DA04;1;chemical
AVAL;DA05;1;chemical
AVAL;AVAR;1;chemical
PVM;PDER;1;chemical
PVM;PDEL;1;chemical
VD06;VA06;1;chemical
VC01;VC03;1;chemical
VC01;VD06;1;chemical
PDER;DVA;1;chemical
AVDL;AVAL;1;chemical
AVDL;DA04;1;chemical
AVDL;AVAR;1;chemical
DVA;hyp;1;chemical
DVA;PDEL;1;chemical
PVCR;VB06;1;chemical
PVCR;DB03;1;chemical
PVCR;DB04;1;chemical
AVAR;DA04;3;chemical
AVAR;VA04;3;chemical
AVAR;DA05;3;chemical
PVM;PVR;1;chemical
PVM;PDEL;1;chemical
VC02;DB04;1;chemical
VC02;PVCL;1;chemical
PDEL;DVA;1;chemical
VC03;VC02;1;chemical
VC03;VD05;1;chemical
VA06;VD06;1;chemical
PVCL;VB06;1;chemical
PVCL;DB04;1;chemical
VA06;VD05;1;chemical
VA06;VB05;1;chemical
PVCL;VB06;1;chemical
PVCL;DB04;1;chemical
AVDR;AVAR;1;chemical
AVBL;hyp;1;chemical
VC02;VD05;2;chemical
VC02;VC03;2;chemical
VC02;VD05;1;chemical
AVG;AVJL;1;chemical
AVG;AVBR;1;chemical
VC01;VD05;2;chemical
AVDR;DA04;1;chemical
AVDR;AVAR;1;chemical
SAAVL;hyp;1;chemical
AVAL;DA04;1;chemical
AVAL;VA04;1;chemical
AVAL;DA04;1;chemical
AVAL;VA04;1;chemical
VC03;VD05;1;chemical
VC03;PVNR;1;chemical
VC03;PVT;1;chemical
PDER;DVA;1;chemical
VC01;VD05;1;chemical
AVBR;hyp;1;chemical
VB04;VB05;1;chemical
PVNL;AVG;1;chemical
PVNL;PVT;1;chemical
PVCR;VB06;2;chemical
PVCR;DB03;2;chemical
PVCR;DB04;2;chemical
AVG;PVNL;2;chemical
AVG;PVNR;2;chemical
VB05;VA06;1;chemical
PDER;DVA;2;chemical
PDER;AVKL;2;chemical
VC01;VC02;1;chemical
PVCR;DB03;1;chemical
PVCR;DA04;1;chemical
AVAL;PVCL;1;chemical
AVAL;PVCR;1;chemical
VC01;VD05;1;chemical
PVR;DB03;1;chemical
PDER;DVA;1;chemical
AVAR;AS04;2;chemical
AVAR;VA04;2;chemical
VA06;VD05;2;chemical
AVAL;AS04;2;chemical
AVAL;AVDL;2;chemical
AVAL;VA04;2;chemical
AVDL;AVAL;2;chemical
AVDL;AS04;2;chemical
VD05;VB04;1;chemical
AVBL;AS04;1;chemical
AVBR;AS04;1;chemical
AVDL;AVAL;1;chemical
AVDL;AVAR;1;chemical
VB04;VD05;1;chemical
VC03;VB04;1;chemical
DVA;DB03;1;chemical
DVA;VA08;1;chemical
AVG;AVDL;1;chemical
AVG;AVBL;1;chemical
AVG;AVJL;1;chemical
AVBR;hyp;1;chemical
VA06;VB04;1;chemical
VD05;SAAVL;1;chemical
AVDR;AVAL;1;chemical
AVDR;DB04;1;chemical
AVDR;AVAR;1;chemical
VD05;VB04;1;chemical
VB04;VD05;1;chemical
AVBR;DB04;1;chemical
AVBR;AVAR;1;chemical
AVBR;DA04;1;chemical
AVBR;VA04;1;chemical
AVAR;AVAL;1;chemical
AVAR;DA04;1;chemical
AVAR;VA04;1;chemical
AVER;AVAR;2;chemical
AVER;VA04;2;chemical
AVDL;AVAL;1;chemical
AVDL;AVAR;1;chemical
PVNL;PVCL;1;chemical
PVNL;AVAL;1;chemical
DVA;hyp;1;chemical
VC01;PVT;1;chemical
AVJR;AVBL;1;chemical
AVJR;AVER;1;chemical
AVJR;AVBR;1;chemical
PVNR;AVAL;1;chemical
PVNR;PVCR;1;chemical
PVCL;AVAL;1;chemical
VC02;PVT;1;chemical
AVBL;AVAL;1;chemical
AVBL;AVAR;1;chemical
AVDR;AVAR;1;chemical
AVDR;AVAL;1;chemical
VD05;VA06;1;chemical
VD05;AVAR;1;chemical
AVDL;DVC;2;chemical
VC02;PVT;1;chemical
VC02;PVT;1;chemical
PDEL;DVA;1;chemical
PDEL;PDER;1;chemical
PDER;AVKL;1;chemical
AVBR;AVER;1;chemical
AVBR;VA04;1;chemical
AVBR;DA03;1;chemical
PVPR;AVL;1;chemical
PVPR;AVG;1;chemical
AVBR;AVAL;1;chemical
AVBR;DA03;1;chemical
AVAR;VA03;1;chemical
AVAR;DA04;1;chemical
AVAR;AVAL;1;chemical
AVAL;VA03;1;chemical
AVAL;DA03;1;chemical
AVG;PVCR;1;chemical
AVG;AVAR;1;chemical
PVNR;PVCR;1;chemical
VB04;AVG;1;chemical
VB04;DD02;1;chemical
VB03;DD02;1;chemical
AVAL;VA03;1;chemical
AVAL;DA03;1;chemical
VB04;DD02;1;chemical
VC02;DD02;1;chemical
AVER;AVAL;1;chemical
AVER;DA03;1;chemical
PDER;DVA;1;chemical
VB03;DD02;1;chemical
AVBR;VA03;1;chemical
AVBR;DA03;1;chemical
AVBR;AVAL;1;chemical
AVDL;VA03;2;chemical
AVDL;AVAL;2;chemical
AVDL;DA03;2;chemical
PDER;DVA;1;chemical
PDEL;DVA;1;chemical
PDEL;AVKL;1;chemical
AVAL;VA03;2;chemical
AVAL;DA04;2;chemical
AVAL;DA03;2;chemical
AVDL;AVAR;2;chemical
AVDL;DA04;2;chemical
VB04;DD02;2;chemical
VA04;VB04;1;chemical
VB04;DD02;1;chemical
VC02;VD04;1;chemical
VC02;PVPR;1;chemical
AVKL;PDEL;1;chemical
AVDR;AVAR;1;chemical
AVDR;VA03;1;chemical
AVDR;AVAL;1;chemical
DVA;DB03;1;chemical
DVA;PVCR;1;chemical
AVAL;DA04;1;chemical
AVAL;DA03;1;chemical
AVAL;AVDL;1;chemical
AVAL;AVAR;1;chemical
AVAL;VA03;1;chemical
AVAR;VA03;1;chemical
AVAR;AVAL;1;chemical
AVAR;AVDR;1;chemical
PDEL;AVKL;1;chemical
PDEL;DVA;1;chemical
VC02;VC03;1;chemical
VC02;VD04;1;chemical
AVBR;AS03;1;chemical
AVBR;hyp;1;chemical
AVAR;AVDL;1;chemical
AVAR;AVBR;1;chemical
VC03;VD04;1;chemical
VC03;DD02;1;chemical
AVDR;AVAR;1;chemical
AVDR;VA03;1;chemical
AVDR;AVAL;1;chemical
VB03;VD04;1;chemical
AVDL;AVAR;1;chemical
AVDL;AVAL;1;chemical
AVJR;AVDR;1;chemical
AVJR;AVER;1;chemical
AVFR;AVBR;1;chemical
AVFR;AVHL;1;chemical
VB03;VD04;1;chemical
AVBR;AVAR;2;chemical
AVBR;AS03;2;chemical
AVBR;VA03;2;chemical
VB03;VD04;1;chemical
AVER;VA03;1;chemical
AVER;AS03;1;chemical
VA04;VD04;1;chemical
VA04;VB03;1;chemical
HSNR;AVDR;1;chemical
HSNR;AVBR;1;chemical
HSNR;AVER;1;chemical
VD04;VB03;1;chemical
AVHR;AVFR;1;chemical
AVHR;AVFL;1;chemical
AVBR;AVAR;1;chemical
VA04;VD04;1;chemical
VB03;VA04;1;chemical
VB03;DD02;1;chemical
VC02;VD04;1;chemical
AVAL;VA03;1;chemical
AVAL;DA03;1;chemical
VB04;VD04;1;chemical
VB04;DD02;1;chemical
PDEL;DVA;1;chemical
VC02;VD04;1;chemical
AVAR;PVCL;2;chemical
AVAR;DB03;2;chemical
PVCL;PVCR;1;chemical
PVCL;DB03;1;chemical
AVAR;DA04;1;chemical
AVAR;VA03;1;chemical
DVA;DB03;1;chemical
PDEL;DVA;1;chemical
VC02;VD04;1;chemical
VC02;DVC;1;chemical
AVBL;AVAL;1;chemical
AVBL;AVAL;2;chemical
AVBR;hyp;2;chemical
VC03;DD02;1;chemical
VC03;VC01;1;chemical
VA03;DD02;1;chemical
VA03;vBWMR10;1;chemical
VA03;VB02;1;chemical
VB02;DD02;1;chemical
VB02;vBWMR10;1;chemical
AVDR;DVC;4;chemical
VB03;DD02;1;chemical
VB03;vBWMR10;1;chemical
VB03;VA04;1;chemical
VB03;vBWML11;1;chemical
VA03;VA04;1;chemical
VA03;DD02;1;chemical
VA03;VB03;1;chemical
VA03;VA04;1;chemical
VA03;DD02;1;chemical
PVNR;AVL;1;chemical
VC03;vBWML11;1;chemical
VC03;DD02;1;chemical
AVDL;AVAL;2;chemical
AVDL;DA02;2;chemical
AVDL;AVAR;2;chemical
DVA;PVR;1;chemical
DVA;DB02;1;chemical
AVAR;DA02;3;chemical
AVAR;VA02;3;chemical
AVAR;DA03;3;chemical
AVER;AVAL;2;chemical
AVER;DA02;2;chemical
AVER;AVDL;2;chemical
AVER;AVAR;2;chemical
AVDR;AVAL;1;chemical
AVDR;AVAR;1;chemical
PVCR;DVA;1;chemical
PVCR;DA02;1;chemical
PVCR;AVAL;1;chemical
VB03;VA04;1;chemical
VB03;DD02;1;chemical
VB03;vBWML11;1;chemical
AVFL;HSNR;1;chemical
AVFL;VC01;1;chemical
AVFL;AVG;1;chemical
PVNR;VA06;1;chemical
PVNR;AVAL;1;chemical
VA04;DD02;1;chemical
VB03;VA04;1;chemical
VB03;DD02;1;chemical
PVPR;DD02;1;chemical
PVPR;AVL;1;chemical
VA04;DD02;1;chemical
AVM;VA02;1;chemical
AVEL;AVAR;1;chemical
AVEL;DB03;1;chemical
AVEL;AVAR;1;chemical
AVEL;DA03;1;chemical
AVKL;hyp;2;chemical
VB03;VA04;1;chemical
VB03;DD02;1;chemical
VA04;DD02;1;chemical
VC01;VC02;1;chemical
VC01;DD02;1;chemical
PVM;AVKL;1;chemical
VC02;DD02;1;chemical
AVBR;AVBL;2;chemical
AVBR;VD03;2;chemical
AVG;AVFL;2;chemical
AVG;VC01;2;chemical
AVG;AVFL;1;chemical
VA04;VB03;1;chemical
VA04;DD02;1;chemical
VA04;vBWML11;1;chemical
VA04;DD02;1;chemical
VA04;vBWML11;1;chemical
VB03;VA04;1;chemical
VB03;DD02;1;chemical
VA04;DD02;1;chemical
AVER;AVAR;1;chemical
AVER;DB03;1;chemical
AVFR;HSNR;1;chemical
VC01;DD02;1;chemical
VC01;AVFL;1;chemical
VC02;DD02;2;chemical
VC02;VC01;2;chemical
VC03;VD04;2;chemical
VC01;vBWML11;1;chemical
VC01;DD02;1;chemical
VB03;DD02;1;chemical
PVR;PVM;1;chemical
VB03;DD02;1;chemical
VA04;DD02;1;chemical
VA04;VB03;1;chemical
VB03;VA04;1;chemical
VB03;DD02;1;chemical
AVAL;DA04;2;chemical
AVAL;DA03;2;chemical
AVAL;PVCR;2;chemical
AVL;vBWML11;1;chemical
AVL;VC02;1;chemical
AVAR;DA02;1;chemical
AVAR;AVBR;1;chemical
HSNL;hyp;1;chemical
VC01;DD02;1;chemical
VC01;VD04;1;chemical
AVDL;AVAL;3;chemical
AVDL;AVAR;3;chemical
AVDL;DA03;3;chemical
PVCL;VB04;1;chemical
PVCL;DB02;1;chemical
PVCL;DB03;1;chemical
AVG;PVNR;2;chemical
AVG;AVAL;2;chemical
PVCR;VB04;1;chemical
PVCR;DB02;1;chemical
PVCR;DB03;1;chemical
AVDR;DA03;1;chemical
AVDR;AVAR;1;chemical
AVAR;AVDR;2;chemical
AVAR;DA04;2;chemical
AVAR;DA03;2;chemical
AVDR;DA04;1;chemical
AVDR;AVAR;1;chemical
VB03;DD02;1;chemical
AVBL;AVBR;1;chemical
AVBL;AVAR;1;chemical
VA04;DD02;1;chemical
VA04;VB03;1;chemical
VB03;DD02;1;chemical
VB03;vBWML11;1;chemical
PVNL;AVDR;1;chemical
PVNL;AVG;1;chemical
PVNL;PVNR;1;chemical
VD04;VA04;1;chemical
AVAL;PVCL;3;chemical
AVAL;PVCR;3;chemical
VA04;VD04;1;chemical
AVKL;DVA;1;chemical
VB03;DD02;1;chemical
AVM;AVKL;1;chemical
AVBR;HSNR;1;chemical
PVNR;VD04;1;chemical
VC03;AVL;1;chemical
AVFL;hyp;1;chemical
PVNR;VD04;2;chemical
AVDR;AVAL;2;chemical
AVDR;DA03;2;chemical
AVDR;AVAR;2;chemical
PVNR;VD04;2;chemical
VB03;VD04;2;chemical
VB03;DD02;2;chemical
VB03;vBWML11;2;chemical
PVM;AVKL;2;chemical
VA04;DD02;1;chemical
VC01;DD02;1;chemical
VC01;PVT;1;chemical
AVHR;AVHL;1;chemical
AVHR;AVFL;1;chemical
VB03;DD02;1;chemical
AVAL;DA04;1;chemical
AVAL;DA03;1;chemical
AVAL;PVCL;1;chemical
AVKL;hyp;1;chemical
VB03;DD02;1;chemical
AVL;vBWML11;1;chemical
AVL;VC02;1;chemical
VB03;VA04;1;chemical
VB03;DD02;1;chemical
VB03;vBWML11;1;chemical
AVG;AVAL;1;chemical
AVG;AVDR;1;chemical
VB03;VA04;1;chemical
VB03;DD02;1;chemical
PVNR;DB03;1;chemical
AVAR;DA03;3;chemical
AVAR;VA03;3;chemical
AVG;AVBR;1;chemical
AVG;AVBL;1;chemical
AVG;AVJR;1;chemical
VC01;DD02;3;chemical
VC01;VD04;3;chemical
VB03;DD02;1;chemical
AVL;hyp;1;chemical
AVBR;AVAR;1;chemical
AVBL;AVAR;1;chemical
VA04;VB03;1;chemical
PVNR;VD04;1;chemical
PVNR;AVAL;1;chemical
AVBR;AVAR;2;chemical
PVM;DVA;1;chemical
PVM;hyp;1;chemical
VA04;VD04;1;chemical
VA04;DD02;1;chemical
VB03;DD02;1;chemical
VA04;VD04;1;chemical
VA04;DD02;1;chemical
VA04;VB03;1;chemical
VA04;DD02;1;chemical
PVCL;AVAR;1;chemical
PVCL;AVAL;1;chemical
VB03;DD02;1;chemical
VB03;DD02;1;chemical
VD04;VB03;1;chemical
AVG;AVBR;1;chemical
AVG;AVER;1;chemical
AVFL;hyp;2;chemical
AVFL;AVL;2;chemical
AVDL;AVAL;1;chemical
AVDL;AVAR;1;chemical
AVDR;AVAR;1;chemical
AVDR;AVAL;1;chemical
AVER;AVAR;1;chemical
AVER;AVAL;1;chemical
VB04;VA04;1;chemical
VB04;DD02;1;chemical
VA04;VD04;1;chemical
PVNR;VD03;1;chemical
PVNR;AVL;1;chemical
VC03;VC02;1;chemical
VC03;VD03;1;chemical
AVG;hyp;1;chemical
AS01;dBWML6;2;chemical
AS01;DA01;2;chemical
AS01;DA01;2;chemical
AS01;dBWML7;2;chemical
DB01;FLPR;1;chemical
DB01;AS01;1;chemical
DB01;hyp;1;chemical
DA01;dBWMR6;2;chemical
DA01;FLPR;2;chemical
DA01;dBWMR7;1;chemical
DA01;DD01;1;chemical
DD01;dBWML6;1;chemical
DA01;dBWML7;1;chemical
DA01;DD01;1;chemical
DA01;dBWMR6;2;chemical
DA01;AS01;2;chemical
DA01;dBWMR7;1;chemical
DA01;AS01;1;chemical
DD01;dBWMR7;1;chemical
DA01;dBWML6;1;chemical
DA01;DD01;1;chemical
RID;hyp;2;chemical
DA01;dBWMR7;3;chemical
DA01;DD01;3;chemical
DB01;AS01;2;chemical
DA01;dBWML7;2;chemical
DB01;DA01;2;chemical
DB01;DA01;1;chemical
DB01;AS01;1;chemical
DA01;DD01;1;chemical
DA01;dBWMR6;1;chemical
DA01;DB01;1;chemical
AS01;dBWMR6;6;chemical
DA01;dBWML6;2;chemical
DA01;DD01;2;chemical
DB01;DA01;1;chemical
DB01;AS01;1;chemical
DB01;AS01;1;chemical
DB01;DA01;1;chemical
DB01;AS01;1;chemical
DA01;dBWML7;1;chemical
DA01;dBWMR6;2;chemical
AS01;dBWMR7;3;chemical
AS01;DA01;2;chemical
AS01;dBWMR7;2;chemical
DA01;dBWML6;1;chemical
AS01;DA01;2;chemical
AS01;dBWML7;2;chemical
AS01;dBWMR6;2;chemical
AS01;DD01;2;chemical
DD01;dBWMR6;1;chemical
DD01;dBWMR6;1;chemical
DA01;dBWMR7;1;chemical
DA01;DD01;1;chemical
DD01;dBWMR7;1;chemical
DB01;AS01;1;chemical
DB01;DD01;1;chemical
DB01;DA01;1;chemical
DB01;dBWML6;1;chemical
DA01;dBWML6;1;chemical
DA01;dBWML7;1;chemical
DA01;DD01;1;chemical
DD01;dBWML7;1;chemical
DD01;dBWMR6;1;chemical
DA01;dBWMR7;1;chemical
DA01;AS01;1;chemical
DA01;dBWMR7;2;chemical
DA01;AS01;2;chemical
AS01;dBWML6;2;chemical
AS01;AS01;2;chemical
DA01;dBWML6;4;chemical
DA01;AS01;4;chemical
DB01;AS01;3;chemical
DB01;DD01;3;chemical
AS01;dBWML7;1;chemical
AS01;AS01;1;chemical
DA01;dBWML7;1;chemical
DA01;AS01;1;chemical
DA01;dBWML7;2;chemical
DA01;VD02;2;chemical
DB01;AS01;3;chemical
DB01;DA01;3;chemical
DB01;DA01;3;chemical
DB01;AS01;3;chemical
DA01;dBWMR6;1;chemical
DA01;AS01;1;chemical
DB01;AS01;1;chemical
